epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,869.93,0.80721,0.408,0.95262,0.98182,0.99301,0.98748,0.79736,0.78484,0.31909,0.98208,0.000308582,0.000308582,0.000308582
26,899.6,0.77896,0.39757,0.92063,0.9809,0.99301,0.98522,0.78968,0.80474,0.33437,0.99167,0.00029694,0.00029694,0.00029694
27,928.899,0.76409,0.38138,0.92797,0.98567,0.99301,0.98623,0.79728,0.77656,0.31461,0.97784,0.000285298,0.000285298,0.000285298
28,959.177,0.73964,0.38081,0.90621,0.98274,0.99259,0.98595,0.77685,0.83595,0.32379,1.01641,0.000273655,0.000273655,0.000273655
29,989.695,0.75882,0.38564,0.92716,0.98205,0.99301,0.98361,0.79653,0.79616,0.32245,0.98327,0.000262013,0.000262013,0.000262013
30,1019.93,0.78412,0.39212,0.94289,0.98265,0.99301,0.98334,0.79284,0.79591,0.31864,0.9848,0.00025037,0.00025037,0.00025037
31,1049.15,0.74334,0.36709,0.91902,0.98339,0.99128,0.98342,0.78785,0.81203,0.32378,0.99655,0.000238728,0.000238728,0.000238728
32,1080.49,0.80093,0.39982,0.93303,0.97316,0.99127,0.98353,0.7952,0.78159,0.32924,0.9815,0.000227086,0.000227086,0.000227086
33,1107.09,0.76319,0.38311,0.92404,0.97625,0.99068,0.98386,0.79886,0.77855,0.31267,0.97843,0.000215443,0.000215443,0.000215443
34,1137.37,0.79842,0.38716,0.93556,0.97748,0.98979,0.97877,0.79621,0.78969,0.31471,0.98818,0.000203801,0.000203801,0.000203801
35,1168.66,0.74474,0.36785,0.91341,0.97855,0.9921,0.98417,0.79684,0.78378,0.30746,0.9842,0.000192158,0.000192158,0.000192158
36,1204.75,0.73795,0.36065,0.90052,0.98268,0.99137,0.98387,0.79204,0.79746,0.31312,0.99134,0.000180516,0.000180516,0.000180516
37,1236.61,0.74366,0.37479,0.92262,0.98604,0.98842,0.98436,0.80166,0.78081,0.30079,0.9847,0.000168874,0.000168874,0.000168874
38,1266.99,0.74182,0.35551,0.92259,0.98047,0.99301,0.98521,0.81058,0.77168,0.30547,0.97427,0.000157231,0.000157231,0.000157231
39,1316.44,0.73233,0.3516,0.92023,0.98564,0.99301,0.98548,0.81057,0.76288,0.28981,0.9726,0.000145589,0.000145589,0.000145589
40,1348.59,0.74589,0.34809,0.94061,0.98634,0.99301,0.98514,0.81043,0.75399,0.29077,0.96838,0.000133946,0.000133946,0.000133946
41,1380.59,0.71285,0.33558,0.93134,0.97857,0.99301,0.98503,0.80161,0.78654,0.30701,0.98602,0.000122304,0.000122304,0.000122304
42,1416.56,0.69047,0.314,0.9307,0.97287,0.99128,0.98602,0.81192,0.75949,0.30498,0.97215,0.000110662,0.000110662,0.000110662
43,1460.6,0.71049,0.31943,0.92978,0.98489,0.99298,0.98728,0.80915,0.76582,0.29828,0.97317,9.90192e-05,9.90192e-05,9.90192e-05
44,1496.39,0.69721,0.30851,0.93939,0.98602,0.99301,0.98642,0.81362,0.75505,0.2888,0.96677,8.73768e-05,8.73768e-05,8.73768e-05
45,1530.78,0.69476,0.31235,0.92838,0.98723,0.99301,0.98564,0.81618,0.75984,0.28812,0.96796,7.57344e-05,7.57344e-05,7.57344e-05
46,1583.52,0.70004,0.31957,0.93973,0.98417,0.99215,0.9856,0.82464,0.75386,0.2973,0.96608,6.4092e-05,6.4092e-05,6.4092e-05
47,1635.71,0.68749,0.30844,0.91831,0.98532,0.99188,0.98509,0.82228,0.74955,0.29506,0.9669,5.24496e-05,5.24496e-05,5.24496e-05
48,1667.74,0.68602,0.30131,0.89142,0.98766,0.99149,0.98515,0.81823,0.76225,0.29175,0.97292,4.08072e-05,4.08072e-05,4.08072e-05
49,1698.73,0.69139,0.30983,0.93284,0.98708,0.99301,0.98557,0.82612,0.73889,0.28282,0.96311,2.91648e-05,2.91648e-05,2.91648e-05
50,1747.56,0.66342,0.29776,0.90022,0.98694,0.99301,0.98557,0.82746,0.73521,0.28162,0.96061,1.75224e-05,1.75224e-05,1.75224e-05
